b'"actual_costs_to_report_date","adopted_budget","amended_budget","available_balance","category","date","date_created","department","project_description","project_id","project_year","spent","subcategory","tax_supported_utilities"
"0","200000","200000","200000","Computer Upgrades","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Winnipeg Police Service","Electronic Ticketing","2204500016","2016","0",,"Tax Supported (including Transit)"
"825218.58","850000","850000","24781.42","Pumping Station Upgrade","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Water & Waste - Land Drainage and Flood Control","Flood Pumping Station Rehab","2076500114","2014","97.08",,"Tax Supported (including Transit)"
"46682.99","50000","50000","3317.01","Communications Network Infrastructure","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Corporate Support Services","CNI TeraSpan Remed/Mitigation","3401200315","2015","93.37",,"Tax Supported (including Transit)"
"25365.63","639036","636959.13","611593.5","Local Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","LSR 17/16-R-03B  MMM","1806100317","2017","3.98","Street Renewals","Tax Supported (including Transit)"
"0","82500","82500","82500","Various","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Fire Paramedic Service","Stair Chairs","2104012017","2017","0",,"Tax Supported (including Transit)"
"60000","0","90000","30000","Other Street Projects","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","SMIR-Portland Limestone Cement","1816010115","2015","66.67","Asset Management","Tax Supported (including Transit)"
"4201.95","3000000","2990275","2986073.05","Local Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Waterway Crossing & Grade Sep","1805000117","2017","0.14","Waterway Crossings and Grade Separations Various","Tax Supported (including Transit)"
"1039462.03","1250000","1250000","210537.97","Regional Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Marion St Wide/Grad Sep & Impr","1803000313","2013","83.16","Street Improvements","Tax Supported (including Transit)"
"0","1735000","1735000","1735000","Water Treatment - Other","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Waterworks Utility","Ultraviolet Light  Upgrade","2005001517","2017","0",,"Utilities"
"145135.8","150000","150000","4864.2","Communications Network Infrastructure","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Corporate Support Services","Aerial Imagery Renewal Program","3458100016","2016","96.76",,"Tax Supported (including Transit)"
"42131.48","3659000","3659000","3616868.52","Pumping Stations","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Waterworks Utility","Pump Station Reliability Upgrd","2005000317","2017","1.15",,"Utilities"
"0","0","4303000","4303000","Other","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Planning, Property and Development","Tache Promenade","6351800417","2017","0",,"Tax Supported (including Transit)"
"3959298.65","4600000","4658327.36","699028.71","Parks and Open Space","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Parks & Rec Enhancement      P","1857000114","2014","84.99","Community Park Amenities","Tax Supported (including Transit)"
"390816.32","500000","500000","109183.68","Regional Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Granular Road - Road Oiling","1806101215","2015","78.16","Streets Renewals","Tax Supported (including Transit)"
"22991.33","2050000","736991.31","713999.98","Pumping Stations","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Waterworks Utility","Pump Station Reliability Upgrd","2005000315","2015","3.12",,"Utilities"
"3886338.45","2500000","3994428","108089.55","Other Street Projects","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Sand / Salt Storage Facility","1815000112","2012","97.29","Sand/Salt Storage","Tax Supported (including Transit)"
"1677153.67","3003616","3703854.5","2026700.83","Local Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Lane Renewals-16-RL-01B WSP","1806300216","2016","45.28","Lane Renewals","Tax Supported (including Transit)"
"0","861000","861000","861000","Various","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Fire Paramedic Service","911 Call Centre Resillience","2105000017","2017","0",,"Tax Supported (including Transit)"
"382120","489000","382120","0","Other","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Planning, Property and Development","Community/Neighbourhd Main St","6351241512","2012","100",,"Tax Supported (including Transit)"
"676333.44","315000","792000","115666.56","Building Communities II - Phase 2","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Planning, Property and Development","Bldg Com-St. Vital Ward     PM","6351990013","2013","85.4",,"Tax Supported (including Transit)"
"83371.62","380000","380000","296628.38","Customer Information and Billing System","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Sewage Disposal Utility","Customer Billing Upgrade","2040001216","2016","21.94",,"Utilities"
"636094.09","1400000","1400000","763905.91","Riverbank Stabilization","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Planning, Property and Development","Riverbank Stab/Phys Asset Prot","6351300215","2015","45.44",,"Tax Supported (including Transit)"
"10400871.06","0","13700000","3299128.94","Arenas","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Municipal Accommodations","Jonathan Toews Field House","6399000313","2013","75.92",,"Tax Supported (including Transit)"
"448332.79","700000","697725","249392.21","Regional Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Academy-Campbell/Renfrew","1804100716","2016","64.26","Streets Renewals","Tax Supported (including Transit)"
"1829831.03","2000000","2000000","170168.97","Lift Station","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Sewage Disposal Utility","Lift Station Upgrading","2035000115","2015","91.49",,"Utilities"
"28822.37","0","31720.44","2898.07","Other","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","City Clerks","ICF -Unmanned Aerial Veh","0400091716","2016","90.86",,"Tax Supported (including Transit)"
"24107.1","0","150000","125892.9","Regional Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","PC-McPhillips/Corydon/Fort/LSR","1804300314","2014","16.07","Streets Renewals","Tax Supported (including Transit)"
"0","1000000","1000000","1000000","Pumping Station Upgrade","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Water & Waste - Land Drainage and Flood Control","Flood Pumping Station Rehab","2076500117","2017","0",,"Tax Supported (including Transit)"
"0","0","141920","141920","Other Street Projects","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","SMIR-Pavement Initiatives","1816010817","2017","0","Asset Management","Tax Supported (including Transit)"
"1180.44","400000","400000","398819.56","Downtown Enhancement Program","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Planning, Property and Development","Downtown Enhancement Program","6351800117","2017","0.3",,"Tax Supported (including Transit)"
"0","145000","145000","145000","Historic Buildings Stabilization","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Municipal Accommodations","Historic Buildings","6331000717","2017","0",,"Tax Supported (including Transit)"
"4741.19","1520000","1515060","1510318.81","Local Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","17-LI-01 WSP - Granular Imp","1806101417","2017","0.31","Street Renewals","Tax Supported (including Transit)"
"3580388.88","3900444","3887768","307379.12","Local Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","LSR 14-R-02 KGS","1806100214","2014","92.09","Street Renewals","Tax Supported (including Transit)"
"72187.96","250000","249062.5","176874.54","Regional Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","New Regional Sidewalks","1832000215","2015","28.98","Active Transportation Facilities","Tax Supported (including Transit)"
"339646.26","500000","500000","160353.74","Various","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Waterworks Utility","Lab Info Mgmt Upgrade","2010000814","2014","67.93",,"Utilities"
"0","116500","116500","116500","Local Improvements - Ongoing Program","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Local Improvements","Somerville Ave/Somerset","1420214115","2015","0",,"Tax Supported (including Transit)"
"552075.34","750000","747562.5","195487.16","Regional Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Notre Dame-Wall/Arlington","1804100416","2016","73.85","Streets Renewals","Tax Supported (including Transit)"
"177449999.93","106360000","178200579","750579.07","Police Headquarters","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Winnipeg Police Service","Wpg Police HQ Redevelopment  M","6331001911","2011","99.58",,"Tax Supported (including Transit)"
"873999.82","891600","891600","17600.18","Various","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Fire Paramedic Service","Facilities Repl/Relocate Progr","2111000015","2015","98.03",,"Tax Supported (including Transit)"
"10999999.99","24349000","11000000","0.01","Combined Sewer Overflow (CSO) Management Strategy & Miscellaneous Mitigation","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Sewage Disposal Utility","CSO Man Strat /Basement Flood","2038000114","2014","100",,"Utilities"
"4269155.29","4295000","6025000","1755844.71","Civic Buildings Renovations","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Municipal Accommodations","City Hall - Building Refurb  M","6395030115","2015","70.86",,"Tax Supported (including Transit)"
"108424.93","2000000","1341500","1233075.07","Parks and Open Space","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Regional/Community Parks-Bldgs","1854000114","2014","8.08","Community Parks","Tax Supported (including Transit)"
"2412355.08","3100000","3089925","677569.92","Regional Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Henderson-McLeod/Springfield","1804100514","2014","78.07","Streets Renewals","Tax Supported (including Transit)"
"36682.33","100000","50000","13317.67","Contact Centre - 311","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Corporate Support Services","311 Renewal","3457000016","2016","73.36",,"Tax Supported (including Transit)"
"0","59200","59200","59200","Various","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Fire Paramedic Service","Rescue Equip (Jaws)","2104017017","2017","0",,"Tax Supported (including Transit)"
"0","5200000","3200000","3200000","Regional Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Design for Build Canada Fund M","1803000115","2015","0","Streets Renewals","Tax Supported (including Transit)"
"48692.19","0","100000","51307.81","Other","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","City Clerks","ICF-Open source software","0400021715","2015","48.69",,"Tax Supported (including Transit)"
"10700","300000","300000","289300","Library Shelving & Furniture  Replacement","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Community Services (including Community Incentive Grants)","Library Interior Infra Replace","6210000217","2017","3.57",,"Tax Supported (including Transit)"
"0","1000000","996750","996750","Regional Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","St. James-Sargent/Ellice","1804100717","2017","0","Streets Renewals","Tax Supported (including Transit)"
"73918.02","200000","96167.02","22249","Various","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Solid Waste Disposal Utility","Summit Landfill-Leachate","2063000213","2013","76.86",,"Utilities"
"0","1000000","998200","998200","Other Street Projects","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Land Drainage Sewer-Reg/Loc St","1813000117","2017","0","Land Drainage Sewer","Tax Supported (including Transit)"
"25600.22","3300000","3300000","3274399.78","Parks and Open Space","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Parks & Rec Enhancement      P","1857000117","2017","0.78","Community Park Amenities","Tax Supported (including Transit)"
"0","345000","345000","345000","Transit Buses","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Transit","Bus Fleet Cameras","4210001217","2017","0",,"Tax Supported (including Transit)"
"0","450000","450000","450000","Contact Centre - 311","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Corporate Support Services","311 Renewal","3457000017","2017","0",,"Tax Supported (including Transit)"
"0","1500000","1500000","1500000","Pumping Stations","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Waterworks Utility","Tache Booster Pumping Station","2005000617","2017","0",,"Utilities"
"760543.12","1800000","1800000","1039456.88","Peoplesoft Upgrade","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Corporate Support Services","PeopleSoft Upgrade","3455000017","2017","42.25",,"Tax Supported (including Transit)"
"4300","120000","120000","115700","Library Replacement - Various","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Community Services (including Community Incentive Grants)","Library Facility New-South Wpg","6213000117","2017","3.58",,"Tax Supported (including Transit)"
"16191.6","9384000","9353502","9337310.4","Local Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Ind St 17-RI-01","1806101517","2017","0.17","Street Renewals","Tax Supported (including Transit)"
"898393.64","900000","900000","1606.36","Recreation Refurbishment & Redevelopment","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Community Services (including Community Incentive Grants)","Pan Am Pool-Parking Lot Expan","6253000115","2015","99.82",,"Tax Supported (including Transit)"
"1605832.42","0","1756241.38","150408.96","Local Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","LSR 13-R-08 MMM Group","1811000713","2013","91.44","Street Renewals","Tax Supported (including Transit)"
"0","500000","500000","500000","Asset Management Strategy","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Waterworks Utility","Utility Asset Mgmt System","2010000914","2014","0",,"Utilities"
"8285517.1","795071171.22","795071171.22","786785654.12","Wastewater Sewage Treatment Program","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Sewage Disposal Utility","NEWPCC Nutrient Removal      P","203110013B","2012","1.04",,"Utilities"
"35351","250000","250000","214649","Various","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Fire Paramedic Service","Standards of Coverage","2111010016","2016","14.14",,"Tax Supported (including Transit)"
